湖南绿融源环保设备有限公司,存续,刘洪波,200万元人民币,2017-07-13,91430111MA4LWUDX27,17377771777,未找到,长沙市雨花区杉木冲东路169号兴隆景苑9栋102房,未找到,未找到,未找到,服务单位
甘肃徐工特种设备销售有限公司,存续,刘方辉,500万元人民币,2019-03-20,91620105MA73NTQ61F,18215158991,1093312038@qq.com,甘肃省兰州市安宁区北滨河西路1399号(立达国际汽配城A区20幢1层118号商铺),未找到,未找到,未找到,服务单位
襄阳市聚鑫天下商贸有限公司,存续,陈国勇,300万元人民币,2017-05-22,91420607MA4900NJ4R,13797565565,yycdot@qq.com,襄阳市襄州区奔驰大道光彩物流基地25-17号,未找到,未找到,未找到,服务单位
南京隆霆工程机械有限公司,在业,王根生,2000万元人民币,2009-03-16,9132011368254432XN,13951909738,13951909738@qq.com,南京市栖霞区燕子矶街道栖霞大道18号05幢34号,8 条自身风险,工程机械及配件销售、维修服务;工程机械劳务服务;汽车配件、五金交电,未找到,服务单位
徐州精久工程机械销售有限公司,存续,刘传琦,219万元人民币,2013-06-07,91320300071022485G,0516-85957081,plxzjg@126.com,徐州市鼓楼区三环北路1号金驹物流园工程机械品牌展销中心B11-09,1 条自身风险,建筑工程用机械设备及配件销售、维修、技术服务。,未找到,服务单位
重庆楠本商贸有限公司,存续,王欢,900万元人民币,2018-06-22,91500116MA5YYQ5L7C,18580537626,1763598287@qq.com,重庆市江津区双福镇珊瑚路1号和润国际汽摩城29幢1-13号、1-14号,未找到,未找到,未找到,服务单位
河北徐工鲲鹏工程机械有限公司无锡分公司,在业,薛峰,-,2019-08-23,91320205MA1YYEP10A,0510-68588352,376064071@qq.com,无锡市锡山区鹅湖镇青虹路168号,未找到,未找到,未找到,服务单位
承德新泽商贸有限公司,存续,李大江,100万元人民币,2015-11-19,91130802MA07L5H0XB,0314-2258077,未找到,河北省承德市双桥区武阳花园小区10#楼107商业,1 条自身风险,未找到,未找到,服务单位
云南志凯工程机械有限公司,存续,徐祥志,100万元人民币,2018-10-22,91530112MA6NEK114W,13518761778,405472185@qq.com,云南省昆明市安宁市太平街道办事处读书铺村委会火龙村28公里处,未找到,未找到,未找到,服务单位
重庆徐渝工程机械有限公司,存续,蒋超,300万元人民币,2013-09-12,91500107077285366A,023-68649958,844834111@qq.com,重庆市九龙坡区九龙园区C区九龙园大道38号办公楼一楼,未找到,未找到,未找到,服务单位
长春市博远工程机械有限公司,存续,王健,100万元人民币,2013-10-23,912201010736460057,15843082895,627055313@qq.com,经济开发区东南湖大路2999号,未找到,未找到,未找到,服务单位
宁夏徐工鲲鹏工程机械有限公司,存续,刘兴锋,1000万元人民币,2016-12-23,91640200MA75Y5QC7Q,0951-5985101,471537706@qq.com,宁夏银川市兴庆区清河北街东侧金三角现代物流市场21号商务综合楼2号商业房(自主申报),2 条自身风险,未找到,工程机械及成套设备、汽车、建筑机械、矿山机械、环卫机械、农业机械,服务单位
福建斯达迪机械有限公司,存续,杜晓如,1000万元人民币,2018-03-30,91350504MA31KKHPXN,18659055191,276507991@qq.com,福建省泉州市洛江区马甲镇人民政府办公大楼六楼609,未找到,未找到,未找到,服务单位
邢台财汇商贸有限公司,存续,赵会广,2000万元人民币,2016-08-08,91130502MA07U75834,18233989161,未找到,河北省邢台市桥东区豫让桥路辛店村南口107国道以西3号房屋,1 条自身风险,未找到,未找到,服务单位
唐山市徐丰机械设备有限公司,存续,林嵩,1000万元人民币,2017-03-02,91130205MA088LWJ4D,18714135328,未找到,唐山市开平区唐古路(老205国道)330号,未找到,未找到,未找到,服务单位
山西恒立富工程机械有限公司,存续,仝志宇,500万元人民币,2017-12-26,91140621MA0JW8WF7F,13363493555,1119091057@qq.com,山西省朔州市山阴县岱岳镇玉井岔路东,未找到,未找到,未找到,服务单位
宜春市昊天工程机械有限公司,存续,邬捷,200万元人民币,2012-02-21,9136090258923460X2,13507956888,13507956888@qq.com,江西省宜春市袁州区湖田镇王华村赵家下组78栋,未找到,未找到,未找到,服务单位
大同市真拓工程机械有限责任公司,存续,袁春波,200万元人民币,2017-11-14,91140200MA0JTMGT1G,16603529229,16603529229@163.com,山西省大同市云冈区大庆西路老平旺1080号商铺,未找到,未找到,未找到,服务单位
呼伦贝尔市进龙汽车维修服务有限公司,存续,梁进龙,20万元人民币,2019-03-06,91150702MA0Q5M0M8X,13514701361,985463695@qq.com,内蒙古自治区呼伦贝尔市海拉尔区建设镇东港国际机械城A区1号楼126号,未找到,未找到,未找到,服务单位
河津市四沣贸易有限公司,存续,李钧,50万元人民币,2017-09-07,91140882MA0HN60T1F,13467242666,13467242666@163.com,河津市东都商城一区一号楼一号房,未找到,未找到,未找到,服务单位
宁波凤诚机械有限公司,存续,张倩倩,80万元人民币,2019-01-02,91330203MA2CLFQK6X,浙江省宁波市海曙区石碶街道联丰村,未找到,经营范围：建筑机械、工程机械、装载机、三轮车、电动三轮车、挖掘机、农机机械机械配件的批发,未找到,未找到,未找到,服务单位
嘉兴市夏禹工程机械有限公司,存续,於跃峰,150万元人民币,2011-07-14,91330402579316003Q,0573-82193258,360927345@qq.com,嘉兴市南湖区大桥镇天明小区二期1302号,未找到,未找到,未找到,服务单位
长沙楚博机电设备有限责任公司,存续,李晓林,108万元人民币,2008-11-19,914301116828033953,15387583883,2386019121@qq.com,长沙市雨花区洞井镇和平村八组长沙设备交易中心B区5栋5168号,未找到,未找到,未找到,服务单位
莱州万海机械设备有限公司,在业,徐秀国,30万元人民币,2019-07-01,91370683MA3Q44CX5U,13791223585,337203020@qq.com,山东省烟台市莱州市沙河镇蒋家村,未找到,未找到,未找到,服务单位
辽宁吉源福机械设备销售有限公司,存续,李军,500万元人民币,2014-01-06,91210100088951678K,024-82706788,2872885431@qq.com,沈阳市大东区前进街道辛家村,1 条自身风险,"农业机械设备、电气设备、矿山设备销售、租赁,汽车、仪表、钢材",未找到,服务单位
陕西徐工鲲鹏工程机械有限公司,在业,刘鹏,400万元人民币,2018-03-29,91610802MA7092EG45,0912-3570233,1693387859@qq.com,陕西省榆林市榆阳区刘官寨村老210国道路东50米三楼,未找到,未找到,未找到,服务单位
山西徐航商贸有限公司,存续,张凯,200万元人民币,2016-05-26,91140802MA0GUBWJ4U,13934380159,2576130417@qq.com,运城市盐湖区解放北路姚孟办事处南村村口西1000米办公楼,未找到,未找到,未找到,服务单位
南京腾德环保工程机械有限公司,存续,朱正庆,50万元人民币,2019-04-15,91320116MA1Y82172H,13770616266,1256418636@qq.com,南京市江北新区盘城街道江北社区徐窑中心村10号,未找到,未找到,未找到,服务单位
惠州复山机械销售有限公司,在业,张文辉,500万元人民币,2014-04-21,9144130030387969XG,13502279937,1506205797@qq.com,惠州市惠城区小金口镇惠州大道汤泉段23号,1 条自身风险,工程机械、农用机械、建筑机械、矿山机械及机械配件的销售和技术服务,未找到,服务单位
青海锐泽工程机械有限公司,存续,王红强,508万元人民币,2018-01-05,91633100MA758G546J,0971-8278996,502529379@qq.com,青海省西宁市装备制造创业配套产业园银羚大街29号一期续建沿街房产4单元,未找到,未找到,未找到,服务单位
长春市成瑞工程机械有限公司,存续,张德乐,50万元人民币,2012-07-16,91220101593394016Q,13596006577,981968670@qq.com,经济开发区顺风市场16栋8号,未找到,未找到,未找到,服务单位
杭州利运鑫建筑机械有限公司,存续,吕长军,88万元人民币,2016-03-10,91330109MA27X2KP4U,15968888848,未找到,浙江省杭州市萧山区瓜沥镇万安村1组,未找到,未找到,未找到,服务单位
平阳县轩辕商贸有限公司,存续,黄美克,100万元人民币,2018-10-17,91330326MA2CTA3H5B,18057710578,未找到,浙江省温州市平阳县鳌江镇钱仓东江村国道北路93号,未找到,未找到,未找到,服务单位
白城市远通农机汽贸有限公司,存续,郭瑞辉,100万元人民币,2005-10-12,91220800778732376L,18904367900,76173217@qq.com,白城市民营经济发展区,未找到,未找到,未找到,服务单位
贵州徐工鲲鹏工程机械有限公司乐山分公司,存续,曾辉,-,2019-01-30,91511102MA66DF224A,0833-2630096,2189095468@qq.com,乐山市市中区棉竹镇袁坝村5组245号,未找到,未找到,未找到,服务单位
石家庄井德机械设备有限公司,存续,赵会广,300万元人民币,2018-03-22,91130185MA09WMD61X,15833313599,未找到,河北省石家庄市新华区杜北街道前杜北村石清路211号原115车站院内,3 条自身风险,机械设备的生产(仅限分支结构);机械设备及配件、汽车、电动自行车,未找到,服务单位
贵州徐工鲲鹏工程机械有限公司,存续,刘兴锋,400万元人民币,2017-07-27,91520111MA6E6XXC11,15608509491,3489606102@qq.com,贵州省贵阳市花溪区孟关乡改貌村工程机械市场,未找到,未找到,未找到,服务单位
广东徐工鲲鹏工程机械有限公司南昌分公司,存续,葛海赞,-,2019-08-19,91360121MA38RT92XR,15351685960,279282926@qq.com,江西省南昌市南昌县小蓝经济技术开发区富山五路1021号2栋,未找到,未找到,未找到,服务单位
贵州徐工鲲鹏工程机械有限公司大理分公司,存续,陈波,-,2019-08-20,91532900MA6P1KGY07,0872-2508138,182451013@qq.com,云南省大理白族自治州大理市大理经济开发区红山一社飞来寺东100米,未找到,未找到,未找到,服务单位
浙江助建机械设备有限公司,存续,乔磊,1000万元人民币,2018-05-10,91330104MA2B2MTM62,-,未找到,浙江省杭州市上城区中豪湘座1号楼7楼721室,1 条自身风险,未找到,浙江助建机械设备有限公司,服务单位
河北承拓机械设备有限公司,存续,张金良,300万元人民币,2019-10-10,91130205MA0E5XRQ1J,13303158768,102328341@qq.com,唐山市开平区开平镇西八里村村北商业房,未找到,未找到,未找到,服务单位
黑龙江省铭嘉诚工程机械有限公司,存续,毕乃利,500万元人民币,2018-12-24,91230109MA1BE65M3D,15045863907,15045863907@qq.com,哈尔滨市松北区绿水居住小区一期V栋1层S05号商服,未找到,未找到,未找到,服务单位
内蒙古众智鑫工程机械有限公司,存续,李朝杰,1000万元人民币,2018-12-28,91152502MA0Q47263U,15847904001,15847904001@qq.com,内蒙古自治区锡林郭勒盟锡林浩特市城关苏木2公里路西二楼,1 条自身风险,"工程机械租赁;工程机械维修,建筑工程、建筑装饰工程、景观工程",未找到,服务单位
牡丹江市华锦工程机械设备销售有限公司,存续,李继增,100万元人民币,2014-06-18,912310003085273868,13836353778,573342214@qq.com,牡丹江市西安区新安街荣锦名都6号楼108门市,未找到,未找到,未找到,服务单位
朝阳路威特种机械有限公司,存续,李广,500万元人民币,2015-12-23,91211303MA0QCT7XXM,0421-3300355,SGX1971@163.com,辽宁省朝阳市龙城区西大营子镇北山村,未找到,未找到,未找到,服务单位
贵州盛林商贸有限公司,存续,马艳霞,300万元人民币,2014-11-10,91520111322463112E,18096158676,3268521191@qq.com,贵州省贵阳市花溪区石板镇摆勺村(天利机电市场B3栋-1/2/3号),未找到,未找到,未找到,服务单位
怀化建志机械物资有限公司,存续,欧壹菊,200万元人民币,2017-05-02,91431200MA4LLNKE2B,15096224728,3569422922@qq.com,湖南省怀化市鹤城区本业大道388号,1 条自身风险,工程机械及配件、轮胎的租赁、销售及售后服务。,未找到,服务单位
天水银泰机械有限公司,存续,李振水,300万元人民币,2009-06-17,916205036903533394,0938-2723831,457693103@qq.com,甘肃省天水市麦积区曹埂村,未找到,未找到,未找到,服务单位
亳州市佳诚工程机械销售有限公司,存续,代小伟,500万元人民币,2009-02-17,91341600684959262P,13856866899,13856866899@qq.com,亳州市南部新区合欢路与105路交叉口向东100米路南,未找到,未找到,未找到,服务单位
河南悦张实业有限公司,存续,张静,2000万元人民币,2018-09-27,91410300MA45RUB59Y,13716612359,13716612359@163.com,河南省洛阳市洛龙区太康东路369号恒生科技园1号楼1406-1号,1 条自身风险,未找到,未找到,服务单位
辽宁东盛泰和工程机械有限公司,存续,刘伟,500万元人民币,2018-09-20,91210804MA0Y2TKJ0J,13840166234,576236900@qq.com,辽宁省营口市鲅鱼圈区北部工业区20-营口天源储运有限公司办公楼,未找到,未找到,未找到,服务单位
汕头市潮阳区达盛汽车贸易有限公司,在业,郑汉民,50万元人民币,2009-07-07,91440513690521005D,0754-86646136,未找到,汕头市潮阳区金浦梅花农场边,未找到,未找到,未找到,服务单位
菏泽辉宏工程机械有限公司,在业,周玮玮,200万元人民币,2017-02-17,91371700MA3D760K2P,15065039000,1749774215@qq.com,菏泽市黄河东路与南京路交汇东300米路南徐工机械(菏泽交通物流园对过),未找到,未找到,未找到,服务单位
徐州金匠工程机械有限公司,存续,赵珞,500万元人民币,2017-10-16,91320301MA1RAERR9X,13952162669,未找到,徐州经济技术开发区高铁时代广场3号楼3-2705,未找到,未找到,未找到,服务单位
昆山道恩工程机械有限公司,存续,王传恩,2000万元人民币,2011-02-17,91320583569181459D,0512-50172657,15962686036@163.com,昆山开发区春旭路188号帝宝国际大厦1902室,1 条自身风险,工程机械、建筑机械、园林机械设备、除雪设备、消防设备、机电设备及零部件的销售与上门维修,未找到,服务单位
陕西徐工鲲鹏工程机械有限公司西安分公司,在业,许海峰,-,2019-05-21,91610104MA6WTDPMXQ,15351685776,343883238@QQ.COM,陕西省西安市沣东新城三桥街车刘小区46号楼2单元门面房,未找到,未找到,未找到,服务单位
吉林省东元工程机械有限公司,存续,杨颖,500万元人民币,2017-04-13,91220700MA1463759X,18844845678,songyuanLG8@163.com,吉林省松原市宁江区铁西西路1520号,未找到,未找到,未找到,服务单位
河北徐工鲲鹏工程机械有限公司济南分公司,在业,张怡显,-,2019-07-23,91370113MA3Q8QTPXQ,0531-87200968,xgcysyzx@163.com,山东省济南市长清区经十西路7888-01号,未找到,未找到,未找到,服务单位
陕西徐工鲲鹏工程机械有限公司太原分公司,存续,王浩明,-,2019-07-25,91140109MA0KMDTM5F,15351685903,657757850@qq.com,山西省太原市万柏林区西中环与兴华街交叉口东北角东社村村委会办公楼北侧商铺,未找到,未找到,未找到,服务单位
喀什盛胡杨机械设备有限公司,存续,郭晓,100万元人民币,2017-11-24,91653101MA77QMCW6Y,15981782379,447380580@qq.com,新疆喀什地区喀什市昆仑大道喀什市清泉农机重型机械与配件销售修理综合市场A区17号商铺,未找到,未找到,未找到,服务单位
吉林汇佰源机械设备有限公司,存续,王家龙,1000万元人民币,2017-12-26,91220505MA152B0W60,15526628688,534087922@qq.com,通化县快大茂镇同德路1300号,1 条自身风险,工程机械设备及配件的销售、租赁、维修、制造;建材、润滑油、汽车配件销售,未找到,服务单位
河北大有机电设备有限公司,存续,张福友,500万元人民币,2017-03-07,91130902MA0895AJ6H,0317-5697958,未找到,河北省沧州市新华区海河路南侧杨官屯村北,未找到,未找到,未找到,服务单位
河北徐工鲲鹏工程机械有限公司,存续,刘鹏,500万元人民币,2019-07-11,91130101MA0DU0571N,0311-85290831,1684293409@qq.com,石家庄高新区祁连街42号同祥城AB区8-2-701,未找到,未找到,未找到,服务单位
广东徐工鲲鹏工程机械有限公司长沙分公司,存续,邓峰,-,2019-07-25,91430103MA4QMNQM67,0731-85046990,350348572@qq.com,湖南省长沙市天心区中意一路1199号生产厂房4栋一层附23号,未找到,未找到,未找到,服务单位
河北徐工鲲鹏工程机械有限公司金华分公司,存续,王海岩,-,2019-07-26,91330703MA2EB7YM9T,0579-82561586,757725186@qq.com,浙江省金华市金东区赤松镇二仙桥村尘不染村晨光四巷7号(自主申报),未找到,未找到,未找到,服务单位
汕头市奇峰工程机械有限公司,在业,林其松,800万元人民币,2017-10-27,91440500MA4X9C6UXK,13825884377,13825884377@139.com,汕头市金平区大学路291号,未找到,未找到,未找到,服务单位
太原思泽工程机械设备有限公司,存续,程思远,30万元人民币,2017-11-03,91140105MA0JT8UT27,19934964536,995561343@qq.com,太原市小店区太榆路300号蓝海汽配18道7号,未找到,未找到,未找到,服务单位
徐州众信行商贸有限公司,存续,薛丹,105万元人民币,2016-04-01,91320312MA1MH62E5K,18994949493,未找到,徐州市铜山区北京路西长江路南南洋国际花园Z11号楼1-102,未找到,未找到,未找到,服务单位
秦安县泓域农机有限责任公司,存续,薛晓东,200万元人民币,2016-11-23,91620522MA73X6CL7A,13689426152,948566627@qq.com,甘肃省天水市秦安县西川镇宋场村西南端铁路桥下,未找到,未找到,未找到,服务单位
未找到,未找到,未找到,未找到,未找到,未找到,未找到,未找到,未找到,未找到,未找到,未找到,服务单位
山东国弘机械设备有限公司,在业,张务民,300万元人民币,2015-01-26,91371626328412324D,13854379883,335790734@qq.com,山东省滨州市邹平县黛溪街道办事处前城村,1 条自身风险,邹平国弘机械设备有限公司,工程机械设备、物流设备、机电设备、工程车辆及配件的销售及维修服务,服务单位
沙河市第二农机有限公司,存续,李航,30万元人民币,1996-03-08,91130582601414057D,0319-8936132,未找到,河北省邢台市沙河市机场路南第一运输公司东侧,未找到,未找到,未找到,服务单位
连云港新徐贸易有限公司,存续,范海滨,500万元人民币,2014-03-18,91320703094123705R,18936653999,chshju1997@126.com,连云港市海州区幸福路28号(中蓝连海设计研究院有限公司院内),未找到,未找到,未找到,服务单位
温州中汇工程机械有限公司,存续,钟忠建,300万元人民币,2014-05-06,913303813074833777,18267752601,未找到,瑞安市塘下镇新渎村办公楼104国道边,未找到,未找到,未找到,服务单位
迁安市裕恒昌商贸有限公司,存续,李新武,600万元人民币,2014-07-30,91130283398944780H,18931531689,未找到,迁安市杨店子镇王庄子村野兴公路东侧框架2层,3 条自身风险,未找到,未找到,服务单位
山西世英徐工贸易有限公司,存续,刘龙,100万元人民币,2009-07-27,9114100069221579X6,13903573333,281339609@qq.com,侯马经济开发区中心街华美财富中心53号,未找到,未找到,未找到,服务单位
成都欧博能机械设备有限公司,存续,杨晓进,200万元人民币,2017-03-02,91510114MA6CL2XC7Y,028-83951239,88096144@qq.com,四川省成都市新都区新都街道君跃路8号11栋2号,未找到,未找到,未找到,服务单位
陕西徐工鲲鹏工程机械有限公司包头分公司,存续,王伟,-,2019-01-02,91150204MA0Q48NF3J,15351685908,359523543@qq.com,内蒙古自治区包头市青山区包头市装备制造产业园区新建区羊山窑路东侧1号内蒙古联众工程机械有限公司办公楼四楼,未找到,未找到,未找到,服务单位
邳州市宇焜汽车配件经营部,存续,许浩,5万元人民币,2015-03-11,未找到,18914838388,未找到,邳州市运河镇建设北路东海河东路南侧,未找到,未找到,未找到,服务单位
云南雷肯重工机械设备有限公司,存续,张青松,680万元人民币,2017-08-09,91530112MA6KXB6A6B,15925208566,251702503@qq.com,云南省昆明市西山区董家村1号,未找到,未找到,未找到,服务单位
福建卓晟工程机械有限公司,存续,卢清旭,2018万元人民币,2018-03-02,91350200MA31H8H14A,15160532000,501743178@qq.com,厦门市海沧区东孚街道凤山村凤山西路57号之三,未找到,未找到,未找到,服务单位
河南汉商工程机械有限公司,存续,张琼,100万元人民币,2019-05-22,91410100MA46TRE78G,15837129316,641024936@qq.com,郑州市郑东新区明理路226号木华广场1号楼4层418号,未找到,未找到,未找到,服务单位
武威风驰汽贸有限公司,存续,严振兴,500万元人民币,2016-03-04,91620602MA73YA3K84,13993653288,272465218@QQ.COM,甘肃省武威市凉州区永昌镇凉州工业园区南区纬十二路6号,未找到,未找到,未找到,服务单位
蚌埠环欧商贸有限公司,存续,顾仁杰,100万元人民币,2021-01-22,91340311MA2WM9NR1T,17305529999,1093516722@qq.com,安徽省蚌埠市淮上区华东农资机电大市场F号楼1单元F107,未找到,未找到,未找到,服务单位
四川林志工程机械设备有限公司,存续,严燕,500万元人民币,2019-12-04,91511028MA66BCC53E,13890512459,未找到,四川省内江市隆昌市金鹅街道光胜村1组,未找到,未找到,未找到,服务单位
临泉县伟盛机械销售有限公司,存续,刘可伟,100万元人民币,2014-08-14,913412213954398505,15055575898,1105902062@qq.com,临泉县邢塘街道办事处临港综合物流园一期10栋1、2、6号,未找到,未找到,未找到,服务单位
txt,name,phone,email,code,representative,status,establish,dsitrict,capital,type,industry,term_start,term-end,insured_persons,former,address,scope
